sku,status,source_url,image_source,note,source_width,source_height,source_mime,source_sha256,processed_path,processed_sha256
IRIB-SELESTA-MULTIFRUKT-750-GLASS,exact_low_res,https://irib.su/wp-content/uploads/2020/04/selesta-multi366.png,stage1_featured_or_assigned,no source upscale; catalog canvas only,111,366,image/png,bb048bfe3535349fa1b62f652a4d1cd6ac9ef6f9aa2eb902e6a3fae35de32083,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-SELESTA-MULTIFRUKT-750-GLASS.webp,574926528d335dfadace1b2369e2425055362113376da027773d04a029b57c21
IRIB-SELESTA-SHIPOVNIK-500-GLASS,exact_low_res,https://irib.su/wp-content/uploads/2020/04/selesta-ship366.png,stage1_featured_or_assigned,no source upscale; catalog canvas only,111,366,image/png,a710cf604c6b17304dd0a6e77780c39b0726c7d2355b859ce41ddb2fc1515070,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-SELESTA-SHIPOVNIK-500-GLASS.webp,afe3a6ebe176108d8afc80052e60ed884550affe751d6a5155d1bfa9fdf567c5
IRIB-SELESTA-TARHUN-UNKNOWN-GLASS,exact_low_res,https://irib.su/wp-content/uploads/2020/04/selesta-tarhun366.png,stage1_featured_or_assigned,no source upscale; catalog canvas only,111,366,image/png,8b1b0e92506bd2839659733619bbdf4ead9c4d7af5bbce5213e38e8147beec90,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-SELESTA-TARHUN-UNKNOWN-GLASS.webp,b25b26eb6b64195ce2e1a697c848fa278d4e8fe01efcc84fad0c0c9cbced4cd1
IRIB-SOK-ANANASOVYY-500-GLASS,exact,https://irib.su/wp-content/uploads/2020/04/ananasovyj-05-PhotoRoom-1.png,wp_attachment_volume_filename,no source upscale; catalog canvas only,385,1080,image/png,c75fded86c063e3049a6015454cb7c23b9b4c696ab1a37422489941ab924e987,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-SOK-ANANASOVYY-500-GLASS.webp,512aed08400d7775e32d038feeda5a21219c9a462528aad36a3bcd33d84e45e7
IRIB-SOK-ANANASOVYY-750-GLASS,missing,,missing,no volume-matched official attachment/featured image,,,,,,
IRIB-SOK-APELSINOVYY-330-GLASS,missing,,missing,no volume-matched official attachment/featured image,,,,,,
IRIB-SOK-APELSINOVYY-500-GLASS,missing,,missing,no volume-matched official attachment/featured image,,,,,,
IRIB-SOK-APELSINOVYY-750-GLASS,exact,https://irib.su/wp-content/uploads/2021/04/apelsinovyj-075-PhotoRoom-1.png,wp_attachment_volume_filename,no source upscale; catalog canvas only,372,1080,image/png,6661ab9ebfe344ec13c6e70fecf0e7a90f1e297ad5104e0c6134dba5d5308a43,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-SOK-APELSINOVYY-750-GLASS.webp,4b305fc76a0318ab88bafb53505bf4d62c27aa6a1ca96315bad916d09ff35206
IRIB-SOK-GRANATOVYY-500-GLASS,missing,,missing,no volume-matched official attachment/featured image,,,,,,
IRIB-SOK-GRANATOVYY-750-GLASS,exact,https://irib.su/wp-content/uploads/2020/04/granat-075-PhotoRoom-11.png,wp_attachment_volume_filename,no source upscale; catalog canvas only,373,1080,image/png,78e7c6a705375a9404e4ff9dbc9365e7c4407d37182cb68293f9b11f417bfd64,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-SOK-GRANATOVYY-750-GLASS.webp,f839fa11f02a4165a8bb888f2378255fd4ff57bbbe8765ce4112d7858be85b00
IRIB-SOK-MULTIFRUKTOVYY-330-GLASS,missing,,missing,no volume-matched official attachment/featured image,,,,,,
IRIB-SOK-MULTIFRUKTOVYY-500-GLASS,missing,,missing,no volume-matched official attachment/featured image,,,,,,
IRIB-SOK-MULTIFRUKTOVYY-750-GLASS,exact,https://irib.su/wp-content/uploads/2022/08/multifrukt-075-PhotoRoom-1-1.png,wp_attachment_volume_filename,no source upscale; catalog canvas only,386,1139,image/png,e4774f56d3607d4c1872b21edd8560bd0c56a68890bcbb6b9ba5829bb6ff3e6b,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-SOK-MULTIFRUKTOVYY-750-GLASS.webp,e9615cceb2ffdac9feb2952e789d922b0cbd0ac0cf0349d7ff9c0c9986b5d2c4
IRIB-SOK-TOMATNYY-750-GLASS,exact,https://irib.su/wp-content/uploads/2020/04/tomatnyj-075-PhotoRoom-1.png,wp_attachment_volume_filename,no source upscale; catalog canvas only,377,1080,image/png,dab0729013db22fb0e77a5769e43509fcf80d83056098656a174f1b92d8c8023,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-SOK-TOMATNYY-750-GLASS.webp,ae99b0602aed3adc21dc1658d7f9478dc064d49236266b7594efab55dbcec78a
IRIB-SOK-VINOGRADNYY-330-GLASS,missing,,missing,no volume-matched official attachment/featured image,,,,,,
IRIB-SOK-VINOGRADNYY-500-GLASS,missing,,missing,no volume-matched official attachment/featured image,,,,,,
IRIB-SOK-VINOGRADNYY-750-GLASS,exact_low_res,https://irib.su/wp-content/uploads/2020/04/vinogradnyi-075-PhotoRoom-1.png,wp_attachment_volume_filename,no source upscale; catalog canvas only,126,366,image/png,b32dbedcff390e017fcd8950a9bf32fe913fc353f69096ac41af2f6b1255e813,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-SOK-VINOGRADNYY-750-GLASS.webp,f46dc71e003369dd0642e9e453922a7ab716a38fd286dd884acad2d4495ea2a3
IRIB-SOK-YABLOCHNYY-3000-PET,exact,https://irib.su/wp-content/uploads/2021/04/yabl-sok3l-1080.png,wp_attachment_volume_filename,no source upscale; catalog canvas only,643,1080,image/png,27ed18a04511ade13893742fd9c724db0bd0985b98b34bd47b27549d86f35bd7,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-SOK-YABLOCHNYY-3000-PET.webp,b8e120ed3f3a37d7a005694b6117b6fbcda382cd1f19e31d805e41062f6b5a96
IRIB-SOK-YABLOCHNYY-330-GLASS,missing,,missing,no volume-matched official attachment/featured image,,,,,,
IRIB-SOK-YABLOCHNYY-500-GLASS,exact,https://irib.su/wp-content/uploads/2020/04/yablochnyj-sok-05-PhotoRoom-1-11.png,wp_attachment_volume_filename,no source upscale; catalog canvas only,351,1080,image/png,f0d268e6e1ee29a5c7997b9be182460526b4d36c2addd37ff6feb9620ed2f80a,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-SOK-YABLOCHNYY-500-GLASS.webp,f4b89824e63797e2d9fdebcd16777f5b4d05335967218b9dec86e97deec77099
IRIB-SOK-YABLOCHNYY-750-GLASS,exact_low_res,https://irib.su/wp-content/uploads/2020/04/yablochnyi-075-PhotoRoom-2.png,wp_attachment_volume_filename,no source upscale; catalog canvas only,125,366,image/png,74a07ef25dcc245ba8caa5e0726e7f541f26603116d6466a64ab784ae79b7824,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-SOK-YABLOCHNYY-750-GLASS.webp,dcf254ff1f60be2780f346d24cff3472c45687aa9dc3d9bc032f504d01806561
IRIB-TALIH-NEGAZIROVANNAYA-1500-PET,exact_low_res,https://irib.su/wp-content/uploads/2020/04/2-Talih-15-l.png,stage1_featured_or_assigned,no source upscale; catalog canvas only,116,367,image/png,b81a5a9d74e8e39c3f8684c3161457dd5523b092cfe9549c548510302b3f09c2,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-TALIH-NEGAZIROVANNAYA-1500-PET.webp,fee49786e05d72ab619fcc438fe8d7769e5fca5bb518f42bf8cef7958695a85f
IRIB-TALIH-NEGAZIROVANNAYA-5000-PET,exact_low_res,https://irib.su/wp-content/uploads/2020/04/2-Talih-5-l.png,stage1_featured_or_assigned,no source upscale; catalog canvas only,185,388,image/png,03d73a5c43fc914b99e3eb98a6202c032b9156e0dcc59fef9b8f81ef1930d0b0,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-TALIH-NEGAZIROVANNAYA-5000-PET.webp,d5a4e8f53ba66c72028a1327ba5e5d75b2b0921b7c83d32d5ae4718e236c058f
IRIB-TALIH-NEGAZIROVANNAYA-600-PET,exact_low_res,https://irib.su/wp-content/uploads/2020/04/2-Talih-06-l.png,stage1_featured_or_assigned,no source upscale; catalog canvas only,95,349,image/png,e076d53cecd57f2d9c416dcf3570ce3dd68d17d1ad661d9f1ea147a71c953a31,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-TALIH-NEGAZIROVANNAYA-600-PET.webp,bc0a7efb6ac13cf081eb10fa1b516e009ceccc347c0c9b4a02eeeae2a04d9c73
IRIB-TALIH-SPORT-GRANAT-600-PET,exact,https://irib.su/wp-content/uploads/2022/08/Talih-sport-granat-06.png,wp_attachment_volume_filename,no source upscale; catalog canvas only,280,926,image/png,93337f60ca7eac4cef005105d320cad9bffa28db9cf8de46cccd8e1226fc1ee2,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-TALIH-SPORT-GRANAT-600-PET.webp,31e547e13bbf8bc9839c47f0488c81b9d6fd01b382c20f849f2bcec05ef217a1
IRIB-TALIH-SPORT-KLASSICHESKIY-600-PET,exact_low_res,https://irib.su/wp-content/uploads/2020/04/1-Talih-sport-06-l.png,stage1_featured_or_assigned,no source upscale; catalog canvas only,93,379,image/png,aebad13caa0601e46f15aaed5ffaca91bfb101e63e5e96c89edeeab85858a398,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-TALIH-SPORT-KLASSICHESKIY-600-PET.webp,3a02b22846ea8e4c85ae1380ecd095e1412af97cd7287ba06deb9b0321da4ed2
IRIB-TALIH-SPORT-KLUBNIKA-600-PET,exact,https://irib.su/wp-content/uploads/2020/04/Talih-sport-klubnika-06-1.png,wp_attachment_volume_filename,no source upscale; catalog canvas only,215,854,image/png,ff4c869dcda6bdf7af039c18631db88a99a5e65a493e2468fa62ed19df57cd04,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-TALIH-SPORT-KLUBNIKA-600-PET.webp,1e92950752a1debc3e59be8fc3cf5b2c6413a4dd239657810d256575d77f394c
IRIB-TALIH-SPORT-LIMON-600-PET,exact,https://irib.su/wp-content/uploads/2020/04/Talih-sport-limon-06.png,wp_attachment_volume_filename,no source upscale; catalog canvas only,210,852,image/png,f2255caa187685752883ba7e8293b23bc22a02bd681a1ac2120e1a06fbca41c6,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-TALIH-SPORT-LIMON-600-PET.webp,5cedec3192b07e64037249d1d3e44e11001b96ac51cb7a036288f884c97e2cb4
IRIB-TARKI-TAU-TARKI-TAU-500-GLASS,exact_low_res,https://irib.su/wp-content/uploads/2022/10/image-33.png,stage1_featured_or_assigned,no source upscale; catalog canvas only,97,345,image/png,a4c34607f0ef961b10ed1e63eba574b1c4ddf643775ee9500cf7b2993faaa67c,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-TARKI-TAU-TARKI-TAU-500-GLASS.webp,510fde2a440b786635f987593d9dbff4889d34e71219ece1aea4f9de7cec7af5
