proposed_sku,official_name,proposed_name,brand,manufacturer,line,flavor,flavor_key,volume_ml,volume_text,package_type,package_code,carbonation,category,category_slug,category_id,category_status,source_url,source_image_url,image_path,image_match_status,image_source,image_width,image_height,image_mime,source_image_sha256,processed_sha256,duplicate_status,match_reason,existing_product_id,existing_sku,existing_name,final_decision,final_status,final_reason,review_status,review_reason,confidence,notes,wp_slug,sales_status,price_amount,orderable,availability,units_per_package
IRIB-SELESTA-ANANAS-500-GLASS,«Ананас»,"Selesta Ананас, 500 мл, стекло",Selesta,ООО «ИРИБ»,SELESTA,Ананас,ANANAS,500,500 мл,стекло,GLASS,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/ananas/,https://irib.su/wp-content/uploads/2020/04/selesta-ananas366.png,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-SELESTA-ANANAS-500-GLASS.webp,exact_low_res,stage1_featured_or_assigned,111,366,image/png,0ace0a745c151ebf7913321a49b9936fc019cf7072a84bda7a911304f674f55f,422024502f4039d7806f4a7287cdb1eddcea39b65e763a93427905a6b5aed2bb,new_product,no_production_overlap,,,,new_product,approved,,approved,,medium,,ananas,showcase,,false,on_order,1
IRIB-SELESTA-GRANAT-500-GLASS,Гранат,"Selesta Гранат, 500 мл, стекло",Selesta,ООО «ИРИБ»,SELESTA,Гранат,GRANAT,500,500 мл,стекло,GLASS,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/granat/,https://irib.su/wp-content/uploads/2020/04/selesta-granat366.png,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-SELESTA-GRANAT-500-GLASS.webp,exact_low_res,stage1_featured_or_assigned,111,366,image/png,a60edf6d3e2054c115ecae394a559bc99c3389799ca816928b43fad2ff3ddce0,666d47ed89c2605cca81f420139c6b52cb6c8dcd3e7d06ccc1ff3fab8f9a3b63,new_product,no_production_overlap,,,,new_product,approved,,approved,,medium,,granat,showcase,,false,on_order,1
IRIB-SELESTA-GRUSHA-500-GLASS,Груша,"Selesta Груша, 500 мл, стекло",Selesta,ООО «ИРИБ»,SELESTA,Груша,GRUSHA,500,500 мл,стекло,GLASS,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/grusha/,https://irib.su/wp-content/uploads/2020/04/selesta-grusha366.png,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-SELESTA-GRUSHA-500-GLASS.webp,exact_low_res,stage1_featured_or_assigned,111,366,image/png,2949bce6566021f2b1e327b0cc68572d1117eb0bbb5142f136eecd1471b52759,55b73ab9b45a2bfd73e9831424115aa940a43595465f43e7130602d833987a11,new_product,no_production_overlap,,,,new_product,approved,,approved,,medium,,grusha,showcase,,false,on_order,1
IRIB-SELESTA-MOHITO-500-GLASS,Мохито,"Selesta Мохито, 500 мл, стекло",Selesta,ООО «ИРИБ»,SELESTA,Мохито,MOHITO,500,500 мл,стекло,GLASS,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/mohito/,https://irib.su/wp-content/uploads/2020/04/selesta-mohito366.png,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-SELESTA-MOHITO-500-GLASS.webp,exact_low_res,stage1_featured_or_assigned,111,366,image/png,d66f3b14b7fd35d26021d91629fe1a455561621be8ee188f871d4da1fc5146ba,11ce895fad4d0324d7f5ad5908e13f7dcd53622ea3c4d78313d9c5bb918ee35f,new_product,no_production_overlap,,,,new_product,approved,,approved,,medium,,mohito,showcase,,false,on_order,1
IRIB-SELESTA-MULTIFRUKT-750-GLASS,Мультифрукт,"Selesta Мультифрукт, 750 мл, стекло",Selesta,ООО «ИРИБ»,SELESTA,Мультифрукт,MULTIFRUKT,750,750 мл,стекло,GLASS,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/multifrukt-2/,https://irib.su/wp-content/uploads/2020/04/selesta-multi366.png,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-SELESTA-MULTIFRUKT-750-GLASS.webp,exact_low_res,stage1_featured_or_assigned,111,366,image/png,bb048bfe3535349fa1b62f652a4d1cd6ac9ef6f9aa2eb902e6a3fae35de32083,574926528d335dfadace1b2369e2425055362113376da027773d04a029b57c21,new_product,no_production_overlap,,,,new_product,approved,,approved,,medium,,multifrukt-2,showcase,,false,on_order,1
IRIB-SELESTA-SHIPOVNIK-500-GLASS,Шиповник,"Selesta Шиповник, 500 мл, стекло",Selesta,ООО «ИРИБ»,SELESTA,Шиповник,SHIPOVNIK,500,500 мл,стекло,GLASS,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/shipovnik/,https://irib.su/wp-content/uploads/2020/04/selesta-ship366.png,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-SELESTA-SHIPOVNIK-500-GLASS.webp,exact_low_res,stage1_featured_or_assigned,111,366,image/png,a710cf604c6b17304dd0a6e77780c39b0726c7d2355b859ce41ddb2fc1515070,afe3a6ebe176108d8afc80052e60ed884550affe751d6a5155d1bfa9fdf567c5,new_product,no_production_overlap,,,,new_product,approved,,approved,,medium,,shipovnik,showcase,,false,on_order,1
IRIB-SOK-ANANASOVYY-500-GLASS,Ананасовый сок,"Сок Ириб Ананасовый, 500 мл, стекло",Ириб,ООО «ИРИБ»,SOK,Ананасовый,ANANASOVYY,500,500 мл,стекло,GLASS,,Сок,sok,32a861a6-7c39-4329-b17c-09d3a420f7c2,mapped,https://irib.su/product/sok-ananasovyj/,https://irib.su/wp-content/uploads/2020/04/ananasovyj-05-PhotoRoom-1.png,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-SOK-ANANASOVYY-500-GLASS.webp,exact,wp_attachment_volume_filename,385,1080,image/png,c75fded86c063e3049a6015454cb7c23b9b4c696ab1a37422489941ab924e987,512aed08400d7775e32d038feeda5a21219c9a462528aad36a3bcd33d84e45e7,probable_match,same_flavor_package_diff_volume,c66bd5f3-e8e3-4da0-ad15-8525f17ded62,ZY-IRIB-750-GLASS-009,"Сок Ириб ст/б 0,75л Ананасовый 100%",new_product,approved,different_volume_or_package_from_production_confirmed,approved,different_volume_or_package_from_production_confirmed,high,image_from_attachment_filename,sok-ananasovyj,showcase,,false,on_order,1
IRIB-SOK-MULTIFRUKTOVYY-750-GLASS,Мультифруктовый сок,"Сок Ириб Мультифруктовый, 750 мл, стекло",Ириб,ООО «ИРИБ»,SOK,Мультифруктовый,MULTIFRUKTOVYY,750,750 мл,стекло,GLASS,,Сок,sok,32a861a6-7c39-4329-b17c-09d3a420f7c2,mapped,https://irib.su/product/multifruktovyj-sok/,https://irib.su/wp-content/uploads/2022/08/multifrukt-075-PhotoRoom-1-1.png,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-SOK-MULTIFRUKTOVYY-750-GLASS.webp,exact,wp_attachment_volume_filename,386,1139,image/png,e4774f56d3607d4c1872b21edd8560bd0c56a68890bcbb6b9ba5829bb6ff3e6b,e9615cceb2ffdac9feb2952e789d922b0cbd0ac0cf0349d7ff9c0c9986b5d2c4,new_product,no_production_overlap,,,,new_product,approved,,approved,,high,multi_volume_image_unassigned; image_from_attachment_filename,multifruktovyj-sok,showcase,,false,on_order,1
IRIB-SOK-YABLOCHNYY-3000-PET,Яблочный сок 3л,"Сок Ириб Яблочный, 3 л, ПЭТ",Ириб,ООО «ИРИБ»,SOK,Яблочный,YABLOCHNYY,3000,3 л,ПЭТ,PET,,Сок,sok,32a861a6-7c39-4329-b17c-09d3a420f7c2,mapped,https://irib.su/product/yablochnyj-sok-3l/,https://irib.su/wp-content/uploads/2021/04/yabl-sok3l-1080.png,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-SOK-YABLOCHNYY-3000-PET.webp,exact,wp_attachment_volume_filename,643,1080,image/png,27ed18a04511ade13893742fd9c724db0bd0985b98b34bd47b27549d86f35bd7,b8e120ed3f3a37d7a005694b6117b6fbcda382cd1f19e31d805e41062f6b5a96,new_product,no_production_overlap,,,,new_product,approved,,approved,,high,image_from_attachment_filename,yablochnyj-sok-3l,showcase,,false,on_order,1
IRIB-SOK-YABLOCHNYY-500-GLASS,Яблочный сок,"Сок Ириб Яблочный, 500 мл, стекло",Ириб,ООО «ИРИБ»,SOK,Яблочный,YABLOCHNYY,500,500 мл,стекло,GLASS,,Сок,sok,32a861a6-7c39-4329-b17c-09d3a420f7c2,mapped,https://irib.su/product/yablochnyj-sok/,https://irib.su/wp-content/uploads/2020/04/yablochnyj-sok-05-PhotoRoom-1-11.png,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-SOK-YABLOCHNYY-500-GLASS.webp,exact,wp_attachment_volume_filename,351,1080,image/png,f0d268e6e1ee29a5c7997b9be182460526b4d36c2addd37ff6feb9620ed2f80a,f4b89824e63797e2d9fdebcd16777f5b4d05335967218b9dec86e97deec77099,probable_match,same_flavor_package_diff_volume,6060a91b-7a0b-4919-b02f-f507712b2f6a,ZY-IRIB-330-GLASS-001,"Сок Ириб ст/б 0,33л Яблочный 100%",new_product,approved,different_volume_or_package_from_production_confirmed,approved,different_volume_or_package_from_production_confirmed,high,multi_volume_image_unassigned; image_from_attachment_filename,yablochnyj-sok,showcase,,false,on_order,1
IRIB-TALIH-NEGAZIROVANNAYA-1500-PET,Талих,"Вода Талих, 1,5 л, ПЭТ",Талих,ООО «ИРИБ»,TALIH,Негазированная,NEGAZIROVANNAYA,1500,"1,5 л",ПЭТ,PET,негазированная,Негазированная вода,voda-negazirovannaya,977a592b-8d39-4bac-afe4-a7d17687657d,mapped,https://irib.su/product/rodnikovaya-svezhest/,https://irib.su/wp-content/uploads/2020/04/2-Talih-15-l.png,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-TALIH-NEGAZIROVANNAYA-1500-PET.webp,exact_low_res,stage1_featured_or_assigned,116,367,image/png,b81a5a9d74e8e39c3f8684c3161457dd5523b092cfe9549c548510302b3f09c2,fee49786e05d72ab619fcc438fe8d7769e5fca5bb518f42bf8cef7958695a85f,new_product,no_production_overlap,,,,new_product,approved,,approved,,medium,,rodnikovaya-svezhest,showcase,,false,on_order,1
IRIB-TALIH-NEGAZIROVANNAYA-5000-PET,Талих,"Вода Талих, 5 л, ПЭТ",Талих,ООО «ИРИБ»,TALIH,Негазированная,NEGAZIROVANNAYA,5000,5 л,ПЭТ,PET,негазированная,Негазированная вода,voda-negazirovannaya,977a592b-8d39-4bac-afe4-a7d17687657d,mapped,https://irib.su/product/rodnikovaya-svezhest-6l/,https://irib.su/wp-content/uploads/2020/04/2-Talih-5-l.png,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-TALIH-NEGAZIROVANNAYA-5000-PET.webp,exact_low_res,stage1_featured_or_assigned,185,388,image/png,03d73a5c43fc914b99e3eb98a6202c032b9156e0dcc59fef9b8f81ef1930d0b0,d5a4e8f53ba66c72028a1327ba5e5d75b2b0921b7c83d32d5ae4718e236c058f,new_product,no_production_overlap,,,,new_product,approved,,approved,,medium,,rodnikovaya-svezhest-6l,showcase,,false,on_order,1
IRIB-TALIH-NEGAZIROVANNAYA-600-PET,Талих,"Вода Талих, 600 мл, ПЭТ",Талих,ООО «ИРИБ»,TALIH,Негазированная,NEGAZIROVANNAYA,600,600 мл,ПЭТ,PET,негазированная,Негазированная вода,voda-negazirovannaya,977a592b-8d39-4bac-afe4-a7d17687657d,mapped,https://irib.su/product/rodnikovaya-svezhest-0-5l-2/,https://irib.su/wp-content/uploads/2020/04/2-Talih-06-l.png,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-TALIH-NEGAZIROVANNAYA-600-PET.webp,exact_low_res,stage1_featured_or_assigned,95,349,image/png,e076d53cecd57f2d9c416dcf3570ce3dd68d17d1ad661d9f1ea147a71c953a31,bc0a7efb6ac13cf081eb10fa1b516e009ceccc347c0c9b4a02eeeae2a04d9c73,new_product,no_production_overlap,,,,new_product,approved,,approved,,medium,,rodnikovaya-svezhest-0-5l-2,showcase,,false,on_order,1
IRIB-TALIH-SPORT-KLASSICHESKIY-600-PET,Талих спорт,"Талих Классический, 600 мл, ПЭТ",Талих,ООО «ИРИБ»,TALIH-SPORT,Классический,KLASSICHESKIY,600,600 мл,ПЭТ,PET,,Газированные напитки,gazirovannye-napitki,a98cf12f-e064-4b67-93ef-0a9fdb47bb71,mapped,https://irib.su/product/rodnikovaya-sport-0-6l/,https://irib.su/wp-content/uploads/2020/04/1-Talih-sport-06-l.png,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-TALIH-SPORT-KLASSICHESKIY-600-PET.webp,exact_low_res,stage1_featured_or_assigned,93,379,image/png,aebad13caa0601e46f15aaed5ffaca91bfb101e63e5e96c89edeeab85858a398,3a02b22846ea8e4c85ae1380ecd095e1412af97cd7287ba06deb9b0321da4ed2,new_product,no_production_overlap,,,,new_product,approved,,approved,,medium,,rodnikovaya-sport-0-6l,showcase,,false,on_order,1
IRIB-TALIH-SPORT-KLUBNIKA-600-PET,Талих Спорт «Клубника»,"Талих Клубника, 600 мл, ПЭТ",Талих,ООО «ИРИБ»,TALIH-SPORT,Клубника,KLUBNIKA,600,600 мл,ПЭТ,PET,,Газированные напитки,gazirovannye-napitki,a98cf12f-e064-4b67-93ef-0a9fdb47bb71,mapped,https://irib.su/product/rodnikovaya-sport-klubnika-0-6l/,https://irib.su/wp-content/uploads/2020/04/Talih-sport-klubnika-06-1.png,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-TALIH-SPORT-KLUBNIKA-600-PET.webp,exact,wp_attachment_volume_filename,215,854,image/png,ff4c869dcda6bdf7af039c18631db88a99a5e65a493e2468fa62ed19df57cd04,1e92950752a1debc3e59be8fc3cf5b2c6413a4dd239657810d256575d77f394c,new_product,no_production_overlap,,,,new_product,approved,,approved,,high,image_from_attachment_filename,rodnikovaya-sport-klubnika-0-6l,showcase,,false,on_order,1
IRIB-TALIH-SPORT-LIMON-600-PET,Талих Спорт «Лимон»,"Талих Лимон, 600 мл, ПЭТ",Талих,ООО «ИРИБ»,TALIH-SPORT,Лимон,LIMON,600,600 мл,ПЭТ,PET,,Газированные напитки,gazirovannye-napitki,a98cf12f-e064-4b67-93ef-0a9fdb47bb71,mapped,https://irib.su/product/rodnikovaya-sport-limon-0-6l/,https://irib.su/wp-content/uploads/2020/04/Talih-sport-limon-06.png,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-TALIH-SPORT-LIMON-600-PET.webp,exact,wp_attachment_volume_filename,210,852,image/png,f2255caa187685752883ba7e8293b23bc22a02bd681a1ac2120e1a06fbca41c6,5cedec3192b07e64037249d1d3e44e11001b96ac51cb7a036288f884c97e2cb4,new_product,no_production_overlap,,,,new_product,approved,,approved,,high,image_from_attachment_filename,rodnikovaya-sport-limon-0-6l,showcase,,false,on_order,1
