proposed_sku,official_name,proposed_name,brand,manufacturer,line,flavor,flavor_key,volume_ml,volume_text,package_type,package_code,carbonation,category,category_slug,category_id,category_status,source_url,source_image_url,image_path,image_match_status,image_width,image_height,image_mime,source_image_sha256,processed_sha256,duplicate_status,confidence,review_status,review_reason,volume_confidence,notes,wp_slug,sales_status,price_amount,orderable,availability,units_per_package
IRIB-NEKTAR-PERSIKOVYY-750-GLASS,Персиковый нектар,"Нектар Ириб Персиковый, 750 мл, стекло",Ириб,ООО «ИРИБ»,NEKTAR,Персиковый,PERSIKOVYY,750,750 мл,стекло,GLASS,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/persikovyj-nektar/,,,missing,,,,,,exact_match,medium,manual,volume_image_unconfirmed; exact_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,persikovyj-nektar,showcase,,false,on_order,1
IRIB-NEKTAR-VISHNEVYY-330-GLASS,Вишневый нектар,"Нектар Ириб Вишневый, 330 мл, стекло",Ириб,ООО «ИРИБ»,NEKTAR,Вишневый,VISHNEVYY,330,330 мл,стекло,GLASS,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/vishnevyj-nektar/,,,missing,,,,,,probable_match,medium,manual,volume_image_unconfirmed; probable_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,vishnevyj-nektar,showcase,,false,on_order,1
IRIB-NEKTAR-VISHNEVYY-500-GLASS,Вишневый нектар,"Нектар Ириб Вишневый, 500 мл, стекло",Ириб,ООО «ИРИБ»,NEKTAR,Вишневый,VISHNEVYY,500,500 мл,стекло,GLASS,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/vishnevyj-nektar/,,,missing,,,,,,probable_match,medium,manual,volume_image_unconfirmed; probable_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,vishnevyj-nektar,showcase,,false,on_order,1
IRIB-NEKTAR-VISHNEVYY-750-GLASS,Вишневый нектар,"Нектар Ириб Вишневый, 750 мл, стекло",Ириб,ООО «ИРИБ»,NEKTAR,Вишневый,VISHNEVYY,750,750 мл,стекло,GLASS,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/vishnevyj-nektar/,,,missing,,,,,,exact_match,medium,manual,volume_image_unconfirmed; exact_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,vishnevyj-nektar,showcase,,false,on_order,1
IRIB-NEKTAR-YABLOCHNO-ABRIKOSOVYY-500-GLASS,Яблочно-абрикосовый нектар,"Нектар Ириб Яблочно-абрикосовый, 500 мл, стекло",Ириб,ООО «ИРИБ»,NEKTAR,Яблочно-абрикосовый,YABLOCHNO-ABRIKOSOVYY,500,500 мл,стекло,GLASS,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/yablochno-abrikosovyj-nektar/,,,missing,,,,,,new_product,medium,manual,volume_image_unconfirmed; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,yablochno-abrikosovyj-nektar,showcase,,false,on_order,1
IRIB-NEKTAR-YABLOCHNO-ABRIKOSOVYY-750-GLASS,Яблочно-абрикосовый нектар,"Нектар Ириб Яблочно-абрикосовый, 750 мл, стекло",Ириб,ООО «ИРИБ»,NEKTAR,Яблочно-абрикосовый,YABLOCHNO-ABRIKOSOVYY,750,750 мл,стекло,GLASS,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/yablochno-abrikosovyj-nektar/,,,missing,,,,,,new_product,medium,manual,volume_image_unconfirmed; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,yablochno-abrikosovyj-nektar,showcase,,false,on_order,1
IRIB-NEKTAR-YABLOCHNYY-500-GLASS,Яблочный нектар,"Нектар Ириб Яблочный, 500 мл, стекло",Ириб,ООО «ИРИБ»,NEKTAR,Яблочный,YABLOCHNYY,500,500 мл,стекло,GLASS,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/yablochnyj-nektar/,,,missing,,,,,,probable_match,medium,manual,volume_image_unconfirmed; probable_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,yablochnyj-nektar,showcase,,false,on_order,1
IRIB-NEKTAR-YABLOCHNYY-750-GLASS,Яблочный нектар,"Нектар Ириб Яблочный, 750 мл, стекло",Ириб,ООО «ИРИБ»,NEKTAR,Яблочный,YABLOCHNYY,750,750 мл,стекло,GLASS,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/yablochnyj-nektar/,https://irib.su/wp-content/uploads/2021/04/yablochnyi-nektar-075-PhotoRoom-1.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-NEKTAR-YABLOCHNYY-750-GLASS.webp,exact_low_res,127,366,image/png,2389346f50c52f11ddd4b6b2840e2cb35705eb2c44e32d8eb70cf98dc8607157,90277b762117fd5a7872a93e3b083d459adba1cd8d210d0f39583d426e38a9c8,exact_match,medium,manual,exact_match,high,,yablochnyj-nektar,showcase,,false,on_order,1
IRIB-PROFI-SPORT-BCAA-APELSIN-500-PET,PROFI SPORT BCAA,"PROFI SPORT BCAA Апельсин, 500 мл, ПЭТ",PROFI SPORT,ООО «ИРИБ»,PROFI-SPORT,BCAA Апельсин,BCAA-APELSIN,500,500 мл,ПЭТ,PET,негазированный,,,,manual,https://irib.su/product/bacaa/,https://irib.su/wp-content/uploads/2021/01/profi-zheltyi-PhotoRoom-2.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-PROFI-SPORT-BCAA-APELSIN-500-PET.webp,exact_low_res,95,366,image/png,f9b9fdd4fb6e0a0ff43ed096769f3bf34f065c667f76e13cb1be5b959163bf8c,c98a392a384c961894c9914f10cfaf986e1bd32baed4c56284c6075d747354c4,new_product,medium,manual,category_manual,high,category_manual:sports_bcaa,bacaa,showcase,,false,on_order,1
IRIB-PROFI-SPORT-BCAA-CHERNIKA-UNKNOWN-PET,PROFI SPORT BCAA «Черника»,PROFI SPORT BCAA Черника,PROFI SPORT,ООО «ИРИБ»,PROFI-SPORT,BCAA Черника,BCAA-CHERNIKA,,,ПЭТ,PET,негазированный,,,,manual,https://irib.su/product/profi-sport-bcaa-chernika/,https://irib.su/wp-content/uploads/2024/02/chernika-bcaa-min.webp,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-PROFI-SPORT-BCAA-CHERNIKA-UNKNOWN-PET.webp,exact_low_res,92,360,image/webp,f440377e2ae5bfba3733207738b6ac804860f4e9485574027e14b5971d47a306,99b1834a4fb5a8c62e6b746f48dbe284e146a90357900ab7501eaf107f80c205,new_product,medium,manual,volume_unknown; category_manual,none,category_manual:sports_bcaa; volume_unknown,profi-sport-bcaa-chernika,showcase,,false,on_order,1
IRIB-PROFI-SPORT-ENERGY-GUARANA-UNKNOWN-PET,PROFI SPORT ENERGY со вкусом гуарана,PROFI SPORT Energy Гуарана,PROFI SPORT,ООО «ИРИБ»,PROFI-SPORT,Energy Гуарана,ENERGY-GUARANA,,,ПЭТ,PET,негазированный,Энергетические напитки,energeticheskie-napitki,a3f3ce9e-00db-4cb4-961d-54e48343b03d,mapped,https://irib.su/product/profi-sport-energy-so-vkusom-guarana/,https://irib.su/wp-content/uploads/2025/02/guarana-kon-1.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-PROFI-SPORT-ENERGY-GUARANA-UNKNOWN-PET.webp,exact_low_res,92,360,image/png,fb96247f9f3ce45fd3deacb5bc83539e538e8c707bd6bd9b7f800a2ced4fdd6b,464a12f4a9713639b534acb00d2ad32a87a1fdd26aa9d0869279820a240e9b08,new_product,medium,manual,volume_unknown,none,volume_unknown,profi-sport-energy-so-vkusom-guarana,showcase,,false,on_order,1
IRIB-PROFI-SPORT-ISOTONIC-GUAVA-500-PET,PROFI SPORT ISOTONIC,"PROFI SPORT Isotonic Гуава, 500 мл, ПЭТ",PROFI SPORT,ООО «ИРИБ»,PROFI-SPORT,Isotonic Гуава,ISOTONIC-GUAVA,500,500 мл,ПЭТ,PET,негазированный,,,,manual,https://irib.su/product/isotonic/,https://irib.su/wp-content/uploads/2021/01/profi-goluboi-PhotoRoom-2.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-PROFI-SPORT-ISOTONIC-GUAVA-500-PET.webp,exact_low_res,96,366,image/png,f22d1bb05cc8589584a4d486c256497c61d66d7cd72bc955c2be87b433225688,5d6503b5d97dafcc3ced995c706d497c1535a9a68688eff8ce0a79f87fbc5c36,new_product,medium,manual,category_manual,high,category_manual:sports_isotonic,isotonic,showcase,,false,on_order,1
IRIB-PROFI-SPORT-L-CARNITINE-UNKNOWN-PET,PROFI SPORT L_CARNITINE,PROFI SPORT L-Carnitine,PROFI SPORT,ООО «ИРИБ»,PROFI-SPORT,L-Carnitine,L-CARNITINE,,,ПЭТ,PET,негазированный,,,,manual,https://irib.su/product/l_carnitine/,https://irib.su/wp-content/uploads/2021/01/profi-krasnaya-PhotoRoom-2.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-PROFI-SPORT-L-CARNITINE-UNKNOWN-PET.webp,exact_low_res,96,366,image/png,1a1392d09d3e2853d4469fdd23b794955fa6e472e024ca069d1f84a0ce732fee,985c4f0943e3440f609f9c908b8170e7127a85078b6cd2e5eea71d5d41eb9623,new_product,medium,manual,volume_unknown; category_manual,none,category_manual:sports_carnitine; volume_unknown,l_carnitine,showcase,,false,on_order,1
IRIB-SELESTA-TARHUN-UNKNOWN-GLASS,Тархун,Selesta Тархун,Selesta,ООО «ИРИБ»,SELESTA,Тархун,TARHUN,,,стекло,GLASS,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/tarhun/,https://irib.su/wp-content/uploads/2020/04/selesta-tarhun366.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-SELESTA-TARHUN-UNKNOWN-GLASS.webp,exact_low_res,111,366,image/png,8b1b0e92506bd2839659733619bbdf4ead9c4d7af5bbce5213e38e8147beec90,64ddbe2c9f3ace749e13e4b2a9883dceeacdc0d5e515675459c3e64c75b50663,new_product,medium,manual,volume_unknown,none,volume_unknown,tarhun,showcase,,false,on_order,1
IRIB-SOK-ANANASOVYY-500-GLASS,Ананасовый сок,"Сок Ириб Ананасовый, 500 мл, стекло",Ириб,ООО «ИРИБ»,SOK,Ананасовый,ANANASOVYY,500,500 мл,стекло,GLASS,,Сок,sok,32a861a6-7c39-4329-b17c-09d3a420f7c2,mapped,https://irib.su/product/sok-ananasovyj/,https://irib.su/wp-content/uploads/2020/04/ananasovyj-05-PhotoRoom-2.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-SOK-ANANASOVYY-500-GLASS.webp,exact_low_res,131,366,image/png,f1a58d66f6948f9534e62960ecf581885de3cb4c2106355e377e089bb2197659,e4e674aeacf836d9dcc4982a3ec6541ce8d618d63227e5bc903dc685e55e5ada,probable_match,medium,manual,probable_match,high,,sok-ananasovyj,showcase,,false,on_order,1
IRIB-SOK-ANANASOVYY-750-GLASS,Ананасовый сок,"Сок Ириб Ананасовый, 750 мл, стекло",Ириб,ООО «ИРИБ»,SOK,Ананасовый,ANANASOVYY,750,750 мл,стекло,GLASS,,Сок,sok,32a861a6-7c39-4329-b17c-09d3a420f7c2,mapped,https://irib.su/product/sok-ananasovyj/,,,missing,,,,,,exact_match,medium,manual,volume_image_unconfirmed; exact_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,sok-ananasovyj,showcase,,false,on_order,1
IRIB-SOK-APELSINOVYY-330-GLASS,Апельсиновый сок,"Сок Ириб Апельсиновый, 330 мл, стекло",Ириб,ООО «ИРИБ»,SOK,Апельсиновый,APELSINOVYY,330,330 мл,стекло,GLASS,,Сок,sok,32a861a6-7c39-4329-b17c-09d3a420f7c2,mapped,https://irib.su/product/apelsinovyj-sok/,,,missing,,,,,,probable_match,medium,manual,volume_image_unconfirmed; probable_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,apelsinovyj-sok,showcase,,false,on_order,1
IRIB-SOK-APELSINOVYY-500-GLASS,Апельсиновый сок,"Сок Ириб Апельсиновый, 500 мл, стекло",Ириб,ООО «ИРИБ»,SOK,Апельсиновый,APELSINOVYY,500,500 мл,стекло,GLASS,,Сок,sok,32a861a6-7c39-4329-b17c-09d3a420f7c2,mapped,https://irib.su/product/apelsinovyj-sok/,,,missing,,,,,,probable_match,medium,manual,volume_image_unconfirmed; probable_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,apelsinovyj-sok,showcase,,false,on_order,1
IRIB-SOK-APELSINOVYY-750-GLASS,Апельсиновый сок,"Сок Ириб Апельсиновый, 750 мл, стекло",Ириб,ООО «ИРИБ»,SOK,Апельсиновый,APELSINOVYY,750,750 мл,стекло,GLASS,,Сок,sok,32a861a6-7c39-4329-b17c-09d3a420f7c2,mapped,https://irib.su/product/apelsinovyj-sok/,,,missing,,,,,,exact_match,medium,manual,volume_image_unconfirmed; exact_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,apelsinovyj-sok,showcase,,false,on_order,1
IRIB-SOK-GRANATOVYY-500-GLASS,Гранатовый сок,"Сок Ириб Гранатовый, 500 мл, стекло",Ириб,ООО «ИРИБ»,SOK,Гранатовый,GRANATOVYY,500,500 мл,стекло,GLASS,,Сок,sok,32a861a6-7c39-4329-b17c-09d3a420f7c2,mapped,https://irib.su/product/granatovyj-sok/,,,missing,,,,,,probable_match,medium,manual,volume_image_unconfirmed; probable_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,granatovyj-sok,showcase,,false,on_order,1
IRIB-SOK-GRANATOVYY-750-GLASS,Гранатовый сок,"Сок Ириб Гранатовый, 750 мл, стекло",Ириб,ООО «ИРИБ»,SOK,Гранатовый,GRANATOVYY,750,750 мл,стекло,GLASS,,Сок,sok,32a861a6-7c39-4329-b17c-09d3a420f7c2,mapped,https://irib.su/product/granatovyj-sok/,,,missing,,,,,,exact_match,medium,manual,volume_image_unconfirmed; exact_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,granatovyj-sok,showcase,,false,on_order,1
IRIB-SOK-MULTIFRUKTOVYY-330-GLASS,Мультифруктовый сок,"Сок Ириб Мультифруктовый, 330 мл, стекло",Ириб,ООО «ИРИБ»,SOK,Мультифруктовый,MULTIFRUKTOVYY,330,330 мл,стекло,GLASS,,Сок,sok,32a861a6-7c39-4329-b17c-09d3a420f7c2,mapped,https://irib.su/product/multifruktovyj-sok/,,,missing,,,,,,new_product,medium,manual,volume_image_unconfirmed; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,multifruktovyj-sok,showcase,,false,on_order,1
IRIB-SOK-MULTIFRUKTOVYY-500-GLASS,Мультифруктовый сок,"Сок Ириб Мультифруктовый, 500 мл, стекло",Ириб,ООО «ИРИБ»,SOK,Мультифруктовый,MULTIFRUKTOVYY,500,500 мл,стекло,GLASS,,Сок,sok,32a861a6-7c39-4329-b17c-09d3a420f7c2,mapped,https://irib.su/product/multifruktovyj-sok/,,,missing,,,,,,new_product,medium,manual,volume_image_unconfirmed; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,multifruktovyj-sok,showcase,,false,on_order,1
IRIB-SOK-MULTIFRUKTOVYY-750-GLASS,Мультифруктовый сок,"Сок Ириб Мультифруктовый, 750 мл, стекло",Ириб,ООО «ИРИБ»,SOK,Мультифруктовый,MULTIFRUKTOVYY,750,750 мл,стекло,GLASS,,Сок,sok,32a861a6-7c39-4329-b17c-09d3a420f7c2,mapped,https://irib.su/product/multifruktovyj-sok/,,,missing,,,,,,new_product,medium,manual,volume_image_unconfirmed; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,multifruktovyj-sok,showcase,,false,on_order,1
IRIB-SOK-TOMATNYY-750-GLASS,Томатный сок прямого отжима,"Сок Ириб Томатный, 750 мл, стекло",Ириб,ООО «ИРИБ»,SOK,Томатный,TOMATNYY,750,750 мл,стекло,GLASS,,Сок,sok,32a861a6-7c39-4329-b17c-09d3a420f7c2,mapped,https://irib.su/product/tomatnyj-sok/,https://irib.su/wp-content/uploads/2020/04/image-19.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-SOK-TOMATNYY-750-GLASS.webp,exact_low_res,128,366,image/png,c0598aa90bd58afecebbcea7407ade9c716de1211149331f7eb52896cc6fb846,ddf790f4bfa72a561835aaa01e21cb0a41c099aa1fbb1eb6db02e279ce8665d1,exact_match,medium,manual,exact_match,high,,tomatnyj-sok,showcase,,false,on_order,1
IRIB-SOK-VINOGRADNYY-330-GLASS,Виноградный сок,"Сок Ириб Виноградный, 330 мл, стекло",Ириб,ООО «ИРИБ»,SOK,Виноградный,VINOGRADNYY,330,330 мл,стекло,GLASS,,Сок,sok,32a861a6-7c39-4329-b17c-09d3a420f7c2,mapped,https://irib.su/product/vinogradnyj-sok/,,,missing,,,,,,probable_match,medium,manual,volume_image_unconfirmed; probable_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,vinogradnyj-sok,showcase,,false,on_order,1
IRIB-SOK-VINOGRADNYY-500-GLASS,Виноградный сок,"Сок Ириб Виноградный, 500 мл, стекло",Ириб,ООО «ИРИБ»,SOK,Виноградный,VINOGRADNYY,500,500 мл,стекло,GLASS,,Сок,sok,32a861a6-7c39-4329-b17c-09d3a420f7c2,mapped,https://irib.su/product/vinogradnyj-sok/,,,missing,,,,,,probable_match,medium,manual,volume_image_unconfirmed; probable_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,vinogradnyj-sok,showcase,,false,on_order,1
IRIB-SOK-VINOGRADNYY-750-GLASS,Виноградный сок,"Сок Ириб Виноградный, 750 мл, стекло",Ириб,ООО «ИРИБ»,SOK,Виноградный,VINOGRADNYY,750,750 мл,стекло,GLASS,,Сок,sok,32a861a6-7c39-4329-b17c-09d3a420f7c2,mapped,https://irib.su/product/vinogradnyj-sok/,,,missing,,,,,,exact_match,medium,manual,volume_image_unconfirmed; exact_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,vinogradnyj-sok,showcase,,false,on_order,1
IRIB-SOK-YABLOCHNYY-330-GLASS,Яблочный сок,"Сок Ириб Яблочный, 330 мл, стекло",Ириб,ООО «ИРИБ»,SOK,Яблочный,YABLOCHNYY,330,330 мл,стекло,GLASS,,Сок,sok,32a861a6-7c39-4329-b17c-09d3a420f7c2,mapped,https://irib.su/product/yablochnyj-sok/,,,missing,,,,,,exact_match,medium,manual,volume_image_unconfirmed; exact_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,yablochnyj-sok,showcase,,false,on_order,1
IRIB-SOK-YABLOCHNYY-500-GLASS,Яблочный сок,"Сок Ириб Яблочный, 500 мл, стекло",Ириб,ООО «ИРИБ»,SOK,Яблочный,YABLOCHNYY,500,500 мл,стекло,GLASS,,Сок,sok,32a861a6-7c39-4329-b17c-09d3a420f7c2,mapped,https://irib.su/product/yablochnyj-sok/,,,missing,,,,,,probable_match,medium,manual,volume_image_unconfirmed; probable_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,yablochnyj-sok,showcase,,false,on_order,1
IRIB-SOK-YABLOCHNYY-750-GLASS,Яблочный сок,"Сок Ириб Яблочный, 750 мл, стекло",Ириб,ООО «ИРИБ»,SOK,Яблочный,YABLOCHNYY,750,750 мл,стекло,GLASS,,Сок,sok,32a861a6-7c39-4329-b17c-09d3a420f7c2,mapped,https://irib.su/product/yablochnyj-sok/,,,missing,,,,,,exact_match,medium,manual,volume_image_unconfirmed; exact_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,yablochnyj-sok,showcase,,false,on_order,1
IRIB-TALIH-SPORT-GRANAT-600-PET,Талих Спорт «Гранат»,"Талих Гранат, 600 мл, ПЭТ",Талих,ООО «ИРИБ»,TALIH-SPORT,Гранат,GRANAT,600,600 мл,ПЭТ,PET,,Газированные напитки,gazirovannye-napitki,a98cf12f-e064-4b67-93ef-0a9fdb47bb71,mapped,https://irib.su/product/818/,https://irib.su/wp-content/uploads/2022/08/2-Talih-sport-granat-06.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-TALIH-SPORT-GRANAT-600-PET.webp,exact_low_res,120,397,image/png,4dbec8c4d06f6ba30b7c7ac43c27cd5172627fedef369718f9a20fa140d91445,612aaf1c2cf6ed3904fcbb295545f95d5b5bafce2fadcc08fdd3e5765b76b242,conflict,medium,manual,title_excerpt_flavor_conflict; conflict,high,title_excerpt_flavor_conflict,818,showcase,,false,on_order,1
IRIB-TARKI-TAU-TARKI-TAU-500-GLASS,Тарки-Тау стекло,"Вода Тарки-Тау Тарки-Тау, 500 мл, стекло",Тарки-Тау,ООО «ИРИБ»,TARKI-TAU,Тарки-Тау,TARKI-TAU,500,500 мл,стекло,GLASS,среднегазированная,Газированная вода,voda-gazirovannaya,81730d5f-f669-4ea0-b6af-e0f7d645a8fa,mapped,https://irib.su/product/tarki-tau-steklo/,https://irib.su/wp-content/uploads/2022/10/image-33.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-TARKI-TAU-TARKI-TAU-500-GLASS.webp,exact_low_res,97,345,image/png,a4c34607f0ef961b10ed1e63eba574b1c4ddf643775ee9500cf7b2993faaa67c,09a50b23ea1645785794a33ea7374eb605721a22a1967401f3d4911f019bd4ca,exact_match,medium,manual,exact_match,high,,tarki-tau-steklo,showcase,,false,on_order,1
